registration,raw_name,clean_name,category
147070039,MAJHIHIRA NATIONAL BASIC EDUCATIONAL INSTITUTION,majhihira national basic institution,0
147070040,Manbazar Rishi Arabinda Gram Bikash Kendra,manbazar rishi arabinda gram bikash kendra,0
147070029,Manbhum Ananda Ashram Nityananda Trust,manhunt ananda ashram nityananda,0
147070045,PRAVAT,pravat,0
147070034,Purulia District Agragami Mahila -O- Sisu Mangal Samiti,purulia district agragami manila sisu mangal samiti,0
147070022,R.k.mission Vidyapith,r k mission vidyapith,0
147070049,SRI SRI BIJOY KRISHNA ASHRAM RELIEF SOCIETY,sri sri bijoy krishna ashram relief,0
147070041,TAPANANDA RURAL DEVELOPMENT SOCIETY,tapananda,0
147070004,The Leprosy Mission India,leprosy mission,0
147030064,16  MILE MOHAMMAD  RAFI  GRAMMYO  KALYAN  SAMITY,16 mile mohammad rafi grammy kalyan sanity,0
147030074,AL ISLAH TRUST,al islah,0
147030022,Bamongram Resham Khadi Pratisthan,bamongram gresham khadi pratisthan,0
147030028,Bulbulchandi and Barind Development Society,bulbulchandi baring,0
147030041,Chanchal Jana Kalyan Samity,charcoal jana kalyan sanity,0
147030049,Ganga Prasad Rural Welfare Society,ganga prasad,0
147030043,Haiderpur Shelter of Malda,haiderpur shelter malta,0
147030057,Hazi Mofijuddin Kobiraj Memorial Foundation,hazi mofijuddin kobiraj memorial,0
147110320,Islamic Education Welfare Association,islamic,0
147030034,KHANPUR AZAD GRAM UNNAYAN SAMITY,khanpur azad gram yunnan sanity,0
147030047,Krisnakalitala Vocational Traning Centre,krisnakalitala vocational training,0
147030055,Majlishbag Community Charitable Society,majlishbag community,0
147030025,Malda Sahayogita Samiti,malta sahayogita samiti,0
147030050,MANNA MISSION,manna mission,1
147030075,PIROJPUR NOBODAY WELFARE SOCIETY,pirojpur nobody,0
147030020,Rajadighi Community Health Service Society,rajadighi community health,0
147030015,Ramakrishna Math,ramakrishna math,0
147030014,Ramakrishna Mission Ashrama,ramakrishna mission ashrama,0
147030068,RANIGANJ SHIKSHA O KARMO SOCIAL WELFARE SOCIETY,iranian shiksha karma,0
147030051,RANINAGAR ( SOUTH) RURAL PUBLIC CLUB AND LIBRARY,raninagar south public club library,0
147030026,Rural Development Promotion Council,promotion council,0
147030027,Samsi Emmanuel People Development Society,sami emmanuel people,0
147030031,Sri Sri Thakur Sitaram Das OmKarnath Charitable Trust,sri sri thakur sitaram da omkarnath,0
182430005,Education Society,Blank,0
182430004,Tibetan Refugee Handicraft Centre,tibetan refugee handicraft,0
182430007,Yog Manav Vikas trust,yog mana vikas,0
182420001,Manav Seva Sanstha,mana sea spanish,0
182450079,Active Nonviolence Education Center,active nonviolence center,0
182450025,Chinmaya Tapovan Trust,himalaya taoyuan,0
182450068,COMMUNITY GROWTH SOCIETY,community growth,0
182450005,Dalai Lama's Central Tibetan Relief Committee,dalai lama central tibetan relief committee,0
182450026,Dip Tsechokling Monastery School,dip tsechokling monastery school,0
182450046,Dongyu Gatsal Ling Trust,dongyu gatsal ling,0
182450082,Dorzong monastic institute charitable trust,horizon monastic institute,0
182450033,Foundation for Universal Responsibility of his Holiness,universal responsibility holiness,0
231661206,GAYATRI DEVI MEMORIAL CHARITABLE TRUST,gayatri devi memorial,0
182450083,Global Hands for Rural Development,global hand,0
182450074,Gyuto Tantric Monastry,youth tantric monastery,0
182450077,HIMACHAL VIPASSANA CENTRE,himachal vipassana,0
182450006,His Holiness The Dalai Lama s Religious and Cultural Society,holiness dalai lama religious cultural,0
182450013,His Holiness The Dalai Lama's Charitable Trust,holiness dalai lama,0
182450054,Institute of Budhist Dialectics,institute buddhist dialectic,0
182450063,JAGORI RURAL CHARITABLE TRUST,jagori,0
182450060,Jamyang Choling Institute,amaze cool institute,0
182450078,KARMA DRUBGYU THARGAY LING MAHAYANA BUDHIST CHARITABLE SOCIETY,karma drubgyu therapy ling mahayana buddhist,0
182450071,KHAMGAR DRUK DHARMAKARA COLLEGE OF BUDDHIST CULTURAL AND WELFARE CHARITABLE TRUST,hangar druk dharmakara college buddhist cultural,0
182450081,Khampagar Monastic Charitable Trust,khampagar monastic,0
182450002,Library of Tibetan Works & Archives,library tibetan work archive,0
182450066,Namgyal Tantric College,namgyal tantric college,0
182450053,Nechung Monastery(Institute of Buddhist Studies)),chung monastery institute buddhist study,0
182450048,Nishtha Rural Health  Education and Environment Centre,nishtha health environment,0
182450047,Norbulingka Institute of Tibetan Culture,norbulingka institute tibetan culture,0
182450022,Nyingmapa Buddhist Charitable Institute,nyingmapa buddhist institute,0
182450065,Nyingtop Ling Society,nyingtop ling,0
182450055,Osho Nisarga Foundation,oslo niagara,0
182450042,Palpung Munishasan Dharamchakra Sangh,plunge munishasan dharamchakra sangh,0
182450064,Sambhota Tibetan Schools Society,sabotage tibetan school,0
182450067,SIDDHARTHAS INTENT SOCIETY,siddharthas intent,0
182450041,Social and Resource Development Fund,resource fund,0
182450049,The Berachah Church of God,berachah church god,1
182450031,The Bir Sakya Lamas Society,bir sakya lama,0
182450015,The Bir Tibetan Society,bir tibetan,0
182450062,The Dalai Lama Trust,dalai lama,0
182450072,TIBET CHARITY,tibet,0
182450069,Tibetan Center for Human Rights and  Democracy,tibetan center human right democracy,0
182450070,Tibetan Centre for Conflict Resolution,tibetan conflict resolution,0
182450004,Tibetan Children's Educational & Welfare Fund,tibetan child fund,0
182450003,Tibetan Childrens Village,tibetan childrens village,0
182450008,Tibetan Delek Hospital,tibetan delek hospital,0
182450016,Tibetan Voluntary Health Association,tibetan voluntary health,0
182450058,Tong Len,tong len,0
182450080,Tushita Retreat Public Charitable Society,tunisia retreat public,0
182480004,Highlander Charitable Society,highlander,0
182480005,Sapan Foundation,japan,0
182480009,YANGCHEN CHOLING MONASTERY,yangchen cool monastery,0
182470009,Dhagpo Shedrup Ling Monastic Cultural Society,dragon sherpa ling monastic cultural,0
182470021,greater himalayan buddhist welfare society,great himalayan buddhist,0
182470005,H.P. Mahila Kalyan Mandal,h p manila kalyan mandal,0
182470015,Himalayan Buddhist Cultural Association,himalayan buddhist cultural,0
182470019,HIMALAYAN FRIENDS TRUST,himalayan friend,0
182470001,Lady Willingdon Hospital,lady willingdon hospital,0
182470012,National Association for Blind  HP State Branch,national blind hp state branch,0
182470017,Ngagyur Samten Chockhorling Institute,ngagyur state chockhorling institute,0
182470006,Society for Advancement of Village Economy,advancement village economy,0
182500014,BODHICHITA FOUNDATION CHARITABLE TRUST,bodhichita,0
182500005,Deen Bandhu Seva Mandal,deen bandhu sea mandal,0
182500015,Drigung Kagyud Thekchok Otsal Ling  Welfare Society,kagyud thekchok otsal ling,0
182500016,DZONGSAR KHYENTSE CHOKYI LODRO INSTITUTE,dzongsar khyentse chokyi lodro institute,0
182500008,People Awareness for Rural Action,people awareness action,0
182500006,Rural Technology & Development Centre,technology,0
182500004,Society for Rural Development and Action,action,0
182500018,THE DRIKUNG BUDDHIST DHARMA MANDIR WELFARE SOCIETY,drive buddhist dharma mandir,0
182500002,Zigkar Drukpa Kargyud Institute of Buddhist Studies and Medidation,zigkar drukpa argue institute buddhist study meditation,0
182530003,SURBHI SOCIAL AWARENESS AND WELFARE SOCIETY,surbhi awareness,0
182520020,Community Action for Rural Excellence,community action excellence,0
182520009,Madarsa Quadria,madarsa quadria,0
182520007,Peoples Action for the People in Need,people action people need,0
182520005,Rural Centre for Human Interests,human interest,0
182520001,Sakya Tibetan Society,sakya tibetan,0
182520016,Social Awareness Through Human Involvement,awareness human involvement,0
182520002,Tibetan Cholsum Industrial Society,tibetan school industrial,0
182510014,Himachal Pradesh Voluntary Health Association,himachal pradesh voluntary health,0
182510020,Himalayan  Research Group,himalayan research group,0
182510034,JAN KALYAN SEWA SANSTHA,jan kalyan sea spanish,0
182510027,Jonang Takten Phuntsok  ChoslingCultural Society,jonang take phuntsok choslingcultural,0
182510033,Mountain Forum Himalayas (MFH),mountain forum himalaya mph,0
182510025,MUSE,muse,0
182540018,CHINMAYA EDUCATIONAL SOCIETY,himalaya,0
182540022,GANPATI EDUCATIONAL SOCIETY,grandpa,0
182540019,INDIAN ASSOCIATION OF MUSCULAR DYSTORPHY,indian muscular dystrophy,0
182540024,SHANTI NIKETAN CHILDRENS HOME TRUST,shanti tibetan childrens home,0
182540006,Society for Social Uplift through Rural Action,uplift action,0
182540021,THE LAWRENCE SCHOOL SANAWAR SOCIETY,lawrence school unaware,0
347860016,AMAN,aman,0
347860022,CHANDRA MATRI EVAM BAL KALYAN SAMITI,chandra matrix exam bal kalyan samiti,0
347860032,GOPAL DUTT SHIKSHAN SAMITI,gopal dutt shikshan samiti,0
347860018,Gramin Samaj Kalyan Samiti,grain samaj kalyan samiti,0
347860008,Institute Of Himalayan Environmental Research & Education,institute himalayan environmental research,0
347860011,Jan Seva Sansthan,jan sea samantha,0
347860004,Kasturba Mahila Utthan Mandal,asturias manila utthan mandal,0
347860031,Mangal Deep Vidya Mandir Samiti,mangal deep vidya mandir samiti,0
347860034,NAV NIRMAN SAMITI,nav nirman samiti,0
347860001,Ramakrishna Kutir,ramakrishna kutir,0
347860014,Sahyog Society For Participatory Rural Development,say participatory,0
347860028,SANJEEVANI VIKAS EVAM JAN KALYAN SAMITI,sanjeevani vikas exam jan kalyan samiti,0
347860030,Social Education and Village Animation,village animation,0
347860015,Sree Baba Haidakhan Charitable Research Hospital,see baba haidakhan research hospital,0
347860003,Thakurji Sri Sri Krishna Trust,thakurji sri sri krishna,0
347860005,The Leprosy Mission Hospital & Home,leprosy mission hospital home,0
347860010,Uttarakhand Seva Nidhi Pariyavaran Shiksha Sansthan,uttarakhand sea nidhi pariyavaran shiksha samantha,0
347910019,ADARSH YUVA SAMITI,award uva samiti,0
347910008,Bharat Mata Janhit Trust,bharat mata gandhi,0
347910004,Divya Prem Sewa Mission Trust,divya prem sea mission,0
347910014,Divya Yog Mandir Trust,divya yog mandir,0
347910044,IDARA MAZHAR E HIDAYAT TALEEMI SAMITI,dara machar e hidayat taleemi samiti,0
347910007,Indian Institute of Technology  Roorkee,indian institute technology rookie,0
347910022,Ram Raj Gramodyog Sewa Sansthan,ram raj gramodyog sea samantha,0
347910006,Ramakrishna Mission Sevashram,ramakrishna mission sevashram,0
347910025,tripura yogashram trust,tripura yogashram,0
347910020,VILLAGE DEVELOPMENT SOCIETY,village,0
347900173,AASRAA TRUST,arabia,0
347900036,Agape,agape,0
347900096,Agnes Kunze Society,agnes kunze,0
347900147,Amar Jyoti Bal Vikas Sansthan,amar jyoti bal vikas samantha,0
347900168,Anusuchit Jati Mahila Utthan Samiti,auschwitz ati manila utthan samiti,0
347900088,Aurovalley Ashram Sosiety,aurovalley ashram,0
347900050,Bharat Susamachar Samiti,bharat susamachar samiti,0
347900022,Bharitya Gramothan Sansthan,gramothan samantha,0
347900210,BHARTIYA SHIKSHA SAMITI UTTARANCHAL,bharatiya shiksha samiti uttaranchal,0
347900162,CENTER FOR BUSINESS AND ENTREPRENUERIAL DEVELOPMENT SOCIETY,center business entrepreneurial,0
347900178,Centre for Ecology Development and Research,ecology research,0
347900072,CHILDREN HOME,child home,0
347900101,Christian Retreat & Study Centre,christian retreat study,1
347900009,Dawa Rinjue School Society,dawa injured school,0
347900045,Dekyiling Tibetan Handicraft Cum Training And Charitable Society,detail tibetan handicraft cum training,0
347900134,Dhyana Mandiram Trust,dhyana madeira,0
347900067,Don Bible College,bible college,1
347900005,Doon Charitable Trust Society,doon,0
347900047,Drikung Kagyu Institute,kagyu institute,0
347900092,Eco-Adventreks And Welfare Society,eco adventure,0
347900112,Edara-shabab-E-Islami,dara shabab e islami,0
347900207,EDUCATE GIRLS GLOBALLY FOUNDATION,educate girl globally,0
347900093,Gongkar Choede  Monastry,gongkar code monastery,0
347900049,Grace Educational Society,grace,1
347900151,GRAPHIC ERA EDUCATIONAL SOCIETY,graphic era,0
347900194,GURSIKH EDUCATION SOCIETY,gursikh,0
347900172,HELPING HANDS,help hand,0
347900066,Herbertpur Christian Hospital Society,herbertpur christian hospital,1
347900012,Herbertpur Trust Association,herbertpur,0
347900111,Him Jyoti Foundation,jyoti,0
347900065,Himalaya Inland Mission,himalaya inland mission,0
347900048,Himalayan Action Research Centre,himalayan action research,0
347900083,Himalayan Institute for Rural Awakening,himalayan institute awaken,0
347900020,Himalayan Institute Hospital Trust,himalayan institute hospital,0
347900141,HIMALAYAN JYOTI SAMITI (FORMERLY KNOWN AS UTTARANCHAL JYOTI SAMITI,himalayan jyoti samiti formerly know uttaranchal jyoti samiti,0
347900053,Himalayan Torchbearers,himalayan torchbearer,0
347900137,HIMALYAN EDUCATIONAL LETERACY PROJECT SOCIETY,himalayan literacy project,0
347900161,HIMMOTTHAN SOCIETY,himmotthan,0
347900085,HOPE FOR CHILDREN SOCIETY,hope child,0
347900063,Integral Education Mission,integral mission,0
347900129,IVY Memorial Integrated Education Society,ivy memorial integrate,0
347900153,JAI RAM ANNACHETRA TRUST,jai ram annachetra,0
347900043,Jesus And Mary Dehradun Educational Society,jesus mary dehradun,1
347900099,Jesus And Mary Mussoorie Education Society,jesus mary mussoorie,1
347900108,K.K.M. Handweaving Society,k k handweaving,0
347900095,Kinderhilf Swerk,kinderhilf swerk,0
347900015,Kindness Health & Education  For Leprosy Welfare Society,kindness health leprosy,0
347900033,Landour Community Hospital,landour community hospital,0
347900057,Latika Roy Memorial Foundation,latina roy memorial,0
347900163,LIFE FOR ALL SOCIETY,life,0
347900213,Macom Ministry,macon ministry,1
347900044,Masihi Mandali Christian Church,masihi mandali christian church,1
347900041,Medical Ambassadors,medical ambassador,0
347900034,Moravian Institute,moravian institute,0
347900144,MOUNTAIN CHILDRENS FOUNDATION,mountain childrens,0
347900102,Mussoorie Gramin Vikas Samiti,mussoorie grain vikas samiti,0
347900105,Nanhi Duniya,nanhi duniya,0
347900069,New Life Centre,new life,0
347900059,Ngor Pal,ngor pal,0
347900132,NIJAAT,ninja,0
347900097,Nirmal Ashram,normal ashram,0
347900126,NIRMAL MISSION FOR VISION SOCIETY,normal mission vision,0
347900076,Nyimgmapa Mahabodhi Charitable Society,nyimgmapa mahabodhi,0
347900011,Organisation For Prosperity Education And Nurture,organisation prosperity nurture,0
347900127,Panchayati Rule and Gender Awareness Training Institute,panchayati rule gender awareness training institute,0
347900006,Param Pujya Gurudev Gayatri Parivar Trust,param pujya guard gayatri private,0
347900124,People for Animal Dehradun,people animal dehradun,0
347900212,PEOPLE FOR ANIMALS UTTARAKHAND,people animal uttarakhand,0
347900024,People's  Science Institute,people science institute,0
347900149,Pestalozzi Childrens Village Society,pestalozzi childrens village,0
347900035,PRESBYTERIAN THEOLOGICAL SEMINARY,presbyterian theological seminary,1
347900120,Purkal Youth Development Society,purkal youth,0
347900106,Ramakrishna Ashram,ramakrishna ashram,0
136370100,Ramakrishna Mission Ashram,ramakrishna mission ashram,0
347900013,Rural Litigation & Entitlement Kendra,litigation entitlement kendra,0
347900030,Sadhana Mandir Trust,saharan mandir,0
347900218,Saheli Trust,saheli,0
347900040,Sakya Centre,sakya,0
347900109,Sakya College,sakya college,0
347900089,Sakya Nunnery,sakya nunnery,0
347900195,Sankalptaru Foundation,sankalptaru,0
347900001,Sarvahitkari Dharmarth Nyas (Regd.),sarvahitkari dharmarth na red,0
347900073,Seekers Trust Sadhana Kendra Ashram,seeker saharan kendra ashram,0
347900031,Serve and Share Association (SASA),serve share sasa,0
347900087,Service For Health & Rural Education,health,0
347900017,Shalom Childrens Home,shalom childrens home,0
347900023,Sharp Memorial School For Blind,sharp memorial school blind,0
347900122,Shishya Society,shishya,0
347900016,Shr Bharat Mandir School Society,bharat mandir school,0
347900220,SHRI GANDHI NIWAS SOCIETY,shri gandhi niwas,0
347900125,Shri Guru Ram Rai Education Mission Managing Committee,shri guru ram rai mission manage committee,0
347900133,Sir Syed Society for Promotion of Education Enlightenment and Communal Harmony SPEECH,sir syed promotion enlightenment communal harmony speech,0
347900100,Society For Integrated Development,integrate,0
347900026,Society For Motivational Training & Action,motivational training action,0
347900018,Society For Promotion Of Himalyan Indigenous Activities,promotion himalayan indigenous activity,0
347900107,Society Of Centre Of Mfp,map,0
347900051,Society Of Nature Education & Health Advancement,nature health advancement,0
347900052,SOCIETY OF PEOPLE FOR DEVELOPMENT,people,0
347900080,St Pauls Health Centre,st paul health,1
347900042,Stuti Bhawan Believers Church,stuti bhawan believer church,1
347900192,Swami dayananda Saraswati Sukhanand Career public School educational society,swami dayananda saraswati sukhanand career public school,0
347900202,Swami Rama Himalayan University,swami rama himalayan university,0
347900216,SWAMI VIVEKANAND HEALTH MISSION SOCIETY,swami vivekananda health mission,0
347900004,Swatantrata Senani Lok Bandhu Ram Murthy Pawsey Seva Nyas Trust,swatantrata season lok bandhu ram murthy pawsey sea na,0
347900038,Swedish Organisation For Individual Relief,swedish organisation individual relief,0
347900190,T.B.ASSOCIATION OF UTTRAKHAND,b uttarakhand,0
347900021,Tarab Ling Association,arab ling,0
347900071,The Friends Of The Doon,friend moon,0
347900064,The Himalaya Trust,himalaya,0
347900118,The Himalayan School Society,himalayan school,0
347900060,The Indian Public Schools Society,indian public school,0
347900007,Tibetan Children's Education & Charitable Society,tibetan child,0
347900201,TIBETAN CHILDRENS HOME,tibetan childrens home,0
347900028,Tibetan Homes Foundation,tibetan home,0
347900117,Tibetian Women's Centre,tibetan woman,0
136370101,Tse-chen Sheddub Saten Phuntsok Ling Charitable Society,tse chen sheddub eat phuntsok ling,0
347900061,Uttranchal Daivi Apda Peedit Sahayata Samiti,uttranchal daivi ada peedit mahayana samiti,0
347900075,Vipassana Meditation Centre,vipassana meditation,0
347900176,VISHWA JYOTI  LIGHT OF THE WORLD SOCIETY,vishwa jyoti light world,0
347900198,WASTE WARRIORS SOCIETY,waste warrior,0
347900039,Wood Stock School,wood stock school,0
136370037,Wynberg Home Society,synergy home,0
347900166,ZHIDEY KHANGSAR,widely kangaroo,0
347990020,Association for Rural Planning and Action,plan action,0
347990018,Avani,avant,0
347990017,Creative Attempts In Rural Development Society,creative attempt,0
347990011,Himaliyan Gram Vikas Samiti,himalayan gram vikas samiti,0
347990024,Parvatiya  Aranya Sewa Evam Vikas Sansthan,bharatiya aranya sea exam vikas samantha,0
347990016,Paryavaran Sanrankshan Samiti,paryavaran sanrankshan samiti,0
347990013,The Leprosy Mission Hospital & Home,leprosy mission hospital home,0
347990032,Uttarapath Sewa Sanstha,uttarapath sea spanish,0
347920007,Aarohi,aaron,0
347920033,ASHA KIRAN SOCIETY,asha kiran,0
347920015,Bareilly Dioceson Social Servicce Centre,bareilly diocesan,1
347920016,Central Himalayan Environment Association,central himalayan environment,0
347920037,DANPUR HIMALIYAN RURAL AND AGRICULTURE SOCIETY,danpur himalayan agriculture,0
347920043,Dr Liladhar Bhatt Memorial Kalyan Samiti,dr liladhar bhatt memorial kalyan samiti,0
347920013,Emmanuel Masihi Samiti,emmanuel masihi samiti,0
347920026,Jeevandan Charitable Society,jeevandan,0
347920004,Lok Chetna Manch,lok china march,0
347920041,NATIONAL ASSOCIATION FOR THE BLIND,national blind,0
347920034,NIRMALA SADAN SOCIETY,animal sadan,0
347920011,Pragatisheel Gramin Yuva Chetna Kalyan Samiti,pragatisheel grain uva china kalyan samiti,0
347920017,Prayas,prays,0
347920029,SELF AWARENESS RESOURCE AND LEARNING TRUST SARAL,self awareness resource learn sarah,0
347920030,Srajan Spastic Society,trajan spastic,0
347920028,U S R Indu Samiti,u r ind samiti,0
347960044,Ajatananda Interreligious Trust,ajatananda interreligious,0
347960049,Anand Prakash Yoga Ashram Trust,anand prakash yoga ashram,0
347960027,Christian Academy Rural Welfare Movement,christian academy movement,1
347960006,Daliyon Ka Dagriya,deal ka diagram,0
347960014,Garhwal Community Development & Welfare Society,marshal community,0
347960036,Gramin Krishi Vikas Avam Paryavaran Sumbharadan Sanstha "Darem",grain kristi vikas adam paryavaran sumbharadan spanish dare,0
347960060,Gramin Kshetra Vikash Samiti,grain kshetra vikash samiti,0
347960041,Himalayan Educationa and  Resource Development Society,himalayan resource,0
347960037,Himalayan Environment Studies And Conservation Organisation,himalayan environment study conservation organisation,0
347960050,Mother Miracle Trust,mother miracle,0
347960005,Mount Valley Development Association,mount valley,0
347960008,Ramana's Seva Samiti,ravana sea samiti,0
347960028,Shri Bhubaneshwari Mahila Ashram,shri bhubaneshwari manila ashram,0
347960018,Shri Jagdmba Samiti,shri jagdmba samiti,0
347960031,Sri Gangadhareswar Trust,sri gangadhareswar,0
347960047,Swami Narayan Mission Society Homeo Charitable Dispensary,swami narayan mission home dispensary,0
347960043,SWAMI OMKARANANDA DHARMA SAMSTHAN,swami omkarananda dharma samantha,0
347960026,The Divine Life Society,divine life,0
347960029,Uttarakhand Jan Jagriti Sansthan,uttarakhand jan jagriti samantha,0
347960002,Vidya Niketan Shiksha Samiti,vidya tibetan shiksha samiti,0
347890005,Advaita Ashram,advaita ashram,0
136620006,Good Sheperd Agricultural Mission,good sheperd agricultural mission,0
347890007,HIMALAYA WATER SERVICES TATHA VIKAS PARYAVARAN SANRAKSHAN SAMITI,himalaya water service tata vikas paryavaran sanrakshan samiti,0
347890003,Vivekananda Ashram,vivekananda ashram,0
347880010,Himad Samiti,hamad samiti,0
347880009,Jakheswar Shikshan Sansthan,jakheswar shikshan samantha,0
347880011,Uttaranchal Youth and Rural Development Centre,uttaranchal youth,0
347870003,Parvatiya Nav Jagran Samiti,bharatiya nav jagran samiti,0
347950003,Gramin Sudhar Avam Sramik Sewa Sansthan,grain sudhar adam strike sea samantha,0
347940021,BALMAITRI SHISHU SANSTHAN,balmaitri shishu samantha,0
347940005,Catholic Diocese Of Bijnore,catholic diocese ignore,1
347940025,GRAMIN TAKNIKI SAMITI,grain waikiki samiti,0
347940004,Karuna Social Service Society,karuna,0
347940012,Shri Swami Ram Niskam Karmyog Trust,shri swami ram niskam karmyog,0
347940015,Sumati Foundation,martin,0
347940002,Swami Shukdevanand Trust,swami shukdevanand,0
347980014,Himalaya Paryavaran Jadi Buti Agro Sansthan,himalaya paryavaran jadi buti agro samantha,0
347980006,Mahila Utthan Evam Gram Vikas Sanstha,manila utthan exam gram vikas spanish,0
347980010,Mission for Anath Development & Welfare Society,mission anath,0
347980008,Sri Arya Trust,sri arya,0
347980017,SWAMI SIVANAND SEVA SAMITI,swami sivanand sea samiti,0
347980011,TARUN PARYAVARANA VIGYAN SANTHA,harun paryavarana vigyan santa,0
347970017,Banwasi Kanya Chhatrawas,banana kenya chhatrawas,0
347970010,Institute of Social Development,institute,0
136650001,Medical Sisters Of St. Joseph,medical sister st joseph,1
347970008,Paridhee Sewa Sansthan,parish sea samantha,0
347970005,Paryavaran Evam Jan Kalyan Samiti,paryavaran exam jan kalyan samiti,0
094420968,Bethel Student Centre,bethel student,1
94420830,Sandeep Seva Nilayam,sandeep sea nikolay,0
94370010,SOCIAL ANIMATION CENTRE FOR RURAL EDUCATION AND DEVELOPMENT,animation,0
94370015,SRI PARIPOORNA SANATHANA CHARITABLE TRUST,sri paripoorna santana,0
94370013,Sri Sathya Sai Sadhana Trust,sri sathya sai saharan,0
094370005,The Magadi Don Bosco Society,magadi bosco,1
094420837,The Touch India International Ministries,touch international ministry,1
94360016,Bijapur Integrated Rural Development Society (BIRDS),bijapur integrate bird,0
94360011,GARDEN CITY JEEVITHA ANATHASHARAMA,garden city jeevitha anathasharama,0
94360006,Supreme Vidya Samsthe,supreme vidya smash,0
94360018,TAXASHILA SAMAJIKA HAGU MAHILA ABHIVRADDHI SANSTHE KARADI,taxashila samaria hague manila abhivraddhi another karadi,0
94360008,VISHWAS TRUST,vishwas,0
94480030,Chinthana Foundation,chinthana,0
94480015,Christa Sharan Social Development. Society,christa sharan,0
094480046,Diocese Of Chikmagalur,diocese chikmagalur,1
94480043,JNANA DEEPTHI EDUCATION SOCIETY,jnana depth,0
94480027,Nava Jeevan Charitable Society,nava jean,0
094480037,NORBERTINE FATHERS,norbertine father,1
94480028,Perma Jyothi Mahila Mandaligala Okkuta,parma jyothi manila mandaligala outlaw,0
94480034,Sarvodaya Organisation for Social Work,sarvodaya organisation work,0
94480002,Sh. Pushpa Parickapillyil Charitable Trust,sh pushpa parickapillyil,0
94480026,Sri Guru Sharan Charitable Trust,sri guru sharan,0
94480023,Sri Sri Jagadguru Shankaracharya,sri sri jagadguru shankaracharya,0
94480042,Upasana Foundation Reg.,upasana reg,0
094480040,USHA JOHN CHARITABLE TRUST,usha john,1
94480022,VIKASANA,vikasana,0
94460022,A.R.A.L.U.,r l u,0
94460051,Friends Charitable Trust,friend,0
094460077,Khan Brothers Educational Trust,khan brother,1
94460018,Navjeevan Community Development Society,navjeevan community,0
94460039,Organisation Of Bidar Integral Transformation,organisation lidar integral transformation,0
94460073,ROSHAN EDUCATION TRUST,roshan,0
94460033,Samarasa,samara,0
94460011,Velemegna Good News Society,elemental good news,0
94520066,Bhageerath,bhageerath,0
94520053,Caring Hands,care hand,0
94520023,Centre for Multidisciplinary Development Research,multidisciplinary research,0
094520045,Christian Outreach Ministries Charitable Religious Trust,christian outreach ministry religious,1
094520004,Church of South India,church south,1
94520070,Deeksha Trust,deeksha,0
94520082,DESHPANDE EDUCATIONAL TRUST,deshpande,0
94520067,DESHPANDE FOUNDATION,deshpande,0
94520085,FOUNDATION FOR SANDBOXSTARTUP INITIATIVES,sandboxstartup initiative,0
94520074,JAYAPRIYA MEDICAL FOUNDATION,jayapriya medical,0
94520060,Kalakeri Sangeet Vidyalaya,kayaker sangeet vidyalaya,0
094520050,Pioneer Ministries,pioneer ministry,1
94520027,Pioneer Society,pioneer,0
94520056,Rehabilitative Assistance for People in Distress(RAPID),rehabilitative assistance people distress rapid,0
94520073,SANKALPA RURAL DEVELOPMENT SOCIETY,sankara,0
94520081,SAUHARDA SOCIAL WELFARE AND DEVELOPMENT TRUST,saturday,0
94520071,SEVA BHARTI TRUST (R),sea bharti r,0
094520007,SILOAM EVANGELICAL FELLOWSHIP,siloam evangelical fellowship,1
094520033,Sisters of Charity Dharwad Province,sister harvard province,1
94520047,Society for Community Participation and Empowernment(SCOPE),community participation empowerment scope,0
94520084,SRI GURUMAHIPATIRAJ EYE BANK AND RESEARCH FOUNDATION TRUST,sri gurumahipatiraj eye bank research,0
094520049,St Francis Trust,st francis,1
094520028,The Dharwar Salesian Society,hardware salesian,1
094520044,Trinity Christian Association,trinity christian,1
094520080,URSULINE FRANCISCAN CONGREGATION HUBLI PROVINCE,ursuline franciscan congregation hubei province,1
94421058,Victory Life Trust,victory life,0
94520046,Vidya Poshak,vidya polish,0
94520052,Vimochana Development Society,vimochana,0
94520011,Vision Eye Hospital,vision eye hospital,0
94510269,ANURAADH,anuraadh,0
94510029,Cheshire Homes India Coorg (CHIC),cheshire home coorg chic,0
94510021,Coorg Organisation  For Rural Development,coorg organisation,0
94510016,Krist Seva Ashram,krist sea ashram,0
94510026,Mercana Parish Society,american parish,0
94510023,Ramakrishna Sharada Ashram,ramakrishna sharada ashram,0
094510012,St. Josephs Ashram,st joseph ashram,1
94510265,THE COORG FOUNDATION,coorg,0
94510024,Virajpet Parish Society,virajpet parish,0
94490013,Ashraya Society for Education & Rural Development,ashraf,0
94490009,Grameen Abhivridhii Mattu Adhyana Trust,grameen abhivridhii matt adhyana,0
94490026,Health Environment And Socio Economic Literacy Project,health environment socio economic literacy project,0
94490038,Siddeswara Rural Development Society,siddeswara,0
094490016,The Chitradurga Don Bosco Soceity,chitradurga bosco,1
94620022,Vimukthi Vidya Samsthe,vimukthi vidya smash,0
94570072,Action For Social & Education Development Association,action,0
94570001,Agricultural Development and Training Society,agricultural training,0
94570252,ANANDA SUVARNA RURAL DEVELOPMENT TRUST,ananda surname,0
94570099,Asha Kirana Education and Rehabilitation Society,asha tirana rehabilitation,0
